customerID,Contract,tenure,MonthlyCharges,TechSupport,OnlineSecurity,churn_probability,risk_segment
2722-JMONI,Month-to-month,1,49.55,No,Yes,0.40752583600893344,Medium risk
5099-BAILX,Month-to-month,43,110.75,Yes,No,0.4075195844043989,Medium risk
4918-QLLIW,Month-to-month,3,53.4,No,No,0.40735759014646666,Medium risk
8313-KTIHG,Month-to-month,4,61.3,Yes,No,0.407153517604891,Medium risk
7950-XWOVN,Month-to-month,11,34.7,No,No,0.4071234604788064,Medium risk
4146-SVFUD,Month-to-month,1,44.6,No,No,0.4071026585716322,Medium risk
6022-UGGSO,Month-to-month,32,74.4,No,No,0.406998925970521,Medium risk
9909-IDLEK,Month-to-month,20,96.8,Yes,No,0.4069885807718204,Medium risk
3969-GYXEL,Month-to-month,11,76.4,No,Yes,0.4068597980980315,Medium risk
2115-BFTIW,Month-to-month,25,70.95,No,No,0.40670800567517085,Medium risk
5934-TSSAU,Month-to-month,23,75.3,No,No,0.40653900620343164,Medium risk
5858-EAFCZ,Month-to-month,1,44.45,No,No,0.40625803057303955,Medium risk
1343-EHPYB,Month-to-month,63,103.4,No,No,0.40615700950724887,Medium risk
0133-BMFZO,Month-to-month,2,86.25,Yes,Yes,0.40606650155423835,Medium risk
6982-SSHFK,Month-to-month,1,44.4,No,No,0.4059766108179885,Medium risk
1635-FJFCC,Month-to-month,5,44.05,No,No,0.40586326674717405,Medium risk
9470-XCCEM,Month-to-month,35,89.65,No,No,0.40570700243270247,Medium risk
1469-LBJQJ,Month-to-month,66,105.2,No,No,0.4056071095653486,Medium risk
8064-RAVOH,Month-to-month,1,49.85,No,No,0.40560040872661834,Medium risk
9206-GVPEQ,Month-to-month,13,54.45,Yes,Yes,0.4053387551245576,Medium risk
2359-KLTEK,Month-to-month,41,94.9,No,No,0.4053300538170299,Medium risk
5419-KLXBN,Month-to-month,25,89.15,No,No,0.4052058538569051,Medium risk
5498-TXHLF,Month-to-month,34,87.45,No,No,0.40501913519889704,Medium risk
5590-YRFJT,Month-to-month,20,24.45,No,No,0.4049808324299971,Medium risk
4361-JEIVL,Month-to-month,1,44.4,No,No,0.4040647428542145,Medium risk
8108-UXRQN,Month-to-month,11,50.55,No,Yes,0.4038825739861987,Medium risk
3413-BMNZE,Month-to-month,1,45.25,No,No,0.4035569914396601,Medium risk
0274-JKUJR,Month-to-month,7,58.85,No,Yes,0.4034453767379142,Medium risk
1501-SGHBW,Month-to-month,2,45.85,No,No,0.40332102645385914,Medium risk
3023-GFLBR,Month-to-month,33,86.15,No,No,0.4026996658188883,Medium risk
0410-IPFTY,Month-to-month,31,83.85,No,No,0.40265104470085844,Medium risk
9026-RNUJS,Month-to-month,5,50.35,No,No,0.4023730068398013,Medium risk
0463-ZSDNT,Month-to-month,10,56.75,No,No,0.40216499781177667,Medium risk
5939-XAIXZ,Month-to-month,19,56.1,No,No,0.40186041108246046,Medium risk
8614-VGMMV,Month-to-month,15,49.1,No,No,0.40169960765411666,Medium risk
9233-PSYHO,One year,45,100.15,No,No,0.40156768356182426,Medium risk
7825-GKXMW,Month-to-month,1,45.8,No,No,0.4011765758380214,Medium risk
5886-VLQVU,Month-to-month,35,89.85,Yes,No,0.40107489758836173,Medium risk
0277-BKSQP,Month-to-month,8,54.4,No,No,0.4009712573847186,Medium risk
6591-QGOYB,Month-to-month,17,106.65,Yes,Yes,0.3997359055813034,Medium risk
2157-MXBJS,One year,13,75.3,No,No,0.3991844626214834,Medium risk
4976-LNFVV,Month-to-month,19,34.3,No,No,0.39902746783144266,Medium risk
5118-MUEYH,Month-to-month,48,105.1,Yes,No,0.39877803999495587,Medium risk
0430-IHCDJ,Month-to-month,15,49.0,No,No,0.39861166210885046,Medium risk
3234-VKACU,Month-to-month,2,70.3,Yes,No,0.3978438734618418,Medium risk
1612-EOHDH,Month-to-month,1,45.15,No,No,0.3975380850303976,Medium risk
3589-PPVKW,Month-to-month,9,44.4,No,No,0.3973619841727329,Medium risk
2378-HTWFW,Month-to-month,35,91.0,No,Yes,0.39736047069328206,Medium risk
7517-SAWMO,Month-to-month,19,73.2,No,Yes,0.3971786294213284,Medium risk
5461-QKNTN,Month-to-month,43,94.3,Yes,No,0.3971691127422041,Medium risk
0265-PSUAE,Month-to-month,16,100.7,No,Yes,0.39716330537706085,Medium risk
0730-KOAVE,Month-to-month,30,94.3,No,Yes,0.3969955612370533,Medium risk
5697-GOMBF,Month-to-month,28,35.9,No,No,0.3969016419610904,Medium risk
5433-KYGHE,Month-to-month,14,86.0,Yes,Yes,0.3965224293358595,Medium risk
3069-SSVSN,One year,1,25.85,No,No,0.39642378686749585,Medium risk
4550-VBOFE,Month-to-month,70,102.95,No,No,0.39641203481374687,Medium risk
4432-ADRLB,Month-to-month,2,44.65,No,No,0.39628498351708313,Medium risk
5828-AVIPD,One year,19,100.95,Yes,No,0.3960081460559943,Medium risk
0577-WHMEV,Month-to-month,16,90.7,No,Yes,0.3958655533946983,Medium risk
8544-GOQSH,Month-to-month,14,80.05,Yes,No,0.39566948598414553,Medium risk
8660-BUETV,Month-to-month,3,44.75,No,No,0.39556451897693634,Medium risk
1205-WNWPJ,Month-to-month,7,59.5,Yes,No,0.3955211851545021,Medium risk
5651-YLPRD,Month-to-month,32,86.1,No,No,0.3954777919633934,Medium risk
4680-KUTAJ,Month-to-month,11,55.6,No,Yes,0.39534855742191644,Medium risk
2014-MKGMH,One year,46,101.1,No,No,0.39516765061469505,Medium risk
6710-HSJRD,Month-to-month,61,114.1,Yes,No,0.39508059665732204,Medium risk
5302-BDJNT,Month-to-month,35,95.5,Yes,No,0.39504401613057444,Medium risk
1095-JUDTC,Month-to-month,47,95.05,Yes,No,0.39446861704687713,Medium risk
9474-PHLYD,Month-to-month,15,59.45,No,No,0.39445675789692425,Medium risk
5712-AHQNN,Month-to-month,43,91.65,No,No,0.39422513514086516,Medium risk
0106-GHRQR,Month-to-month,16,71.4,No,No,0.39388437066945714,Medium risk
7359-PTSXY,Month-to-month,1,45.75,No,No,0.3938762594751926,Medium risk
5154-VEKBL,Month-to-month,9,58.5,Yes,Yes,0.3933951134108867,Medium risk
6847-KJLTS,Month-to-month,58,100.4,Yes,No,0.39332403307868774,Medium risk
6859-RKMZJ,Month-to-month,11,55.05,No,No,0.3930619743842038,Medium risk
1541-ETJZO,Month-to-month,1,62.05,Yes,No,0.39304651696206094,Medium risk
1142-WACZW,Month-to-month,2,29.85,Yes,No,0.3928940840406169,Medium risk
7129-ACFOG,Month-to-month,5,53.8,No,Yes,0.39262860471931316,Medium risk
2988-PLAHS,One year,3,69.95,No,No,0.3925359456857347,Medium risk
1670-SVOWZ,Month-to-month,14,89.65,Yes,No,0.39252572386898676,Medium risk
1049-FYSYG,Month-to-month,17,35.65,No,No,0.3922686125017087,Medium risk
4465-VDKIQ,Month-to-month,18,77.8,No,No,0.39214539558623585,Medium risk
5649-RXQTV,Month-to-month,51,99.0,No,No,0.3920546245088173,Medium risk
4061-UKJWL,Month-to-month,3,45.45,No,No,0.39201304551349575,Medium risk
7729-JTEEC,Month-to-month,2,44.5,No,No,0.3919153127629909,Medium risk
5552-ZNFSJ,Month-to-month,1,45.3,No,No,0.3913720058065112,Medium risk
1963-SVUCV,Month-to-month,1,45.3,No,No,0.3913720058065112,Medium risk
0067-DKWBL,Month-to-month,2,49.25,No,Yes,0.39112301084483453,Medium risk
2347-WKKAE,Month-to-month,42,94.4,No,Yes,0.39111750265960293,Medium risk
9812-GHVRI,Month-to-month,40,83.85,No,No,0.3908311109290886,Medium risk
3838-OZURD,Month-to-month,66,105.0,No,No,0.3905125079016905,Medium risk
7233-DRTRF,Month-to-month,63,102.4,No,No,0.39037927250370463,Medium risk
3859-CVCET,Month-to-month,4,45.65,No,No,0.39031962099554296,Medium risk
1478-VPOAD,Month-to-month,1,43.8,No,No,0.39001771699474236,Medium risk
3097-NNSPB,Month-to-month,2,49.05,No,No,0.38978339049854505,Medium risk
4537-DKTAL,Month-to-month,2,45.55,No,No,0.38929790991823543,Medium risk
8450-UYIBU,Month-to-month,35,39.85,No,No,0.38928519339775797,Medium risk
3733-LSYCE,Month-to-month,15,75.35,No,No,0.38898887832795925,Medium risk
7669-LCRSD,Month-to-month,12,56.3,No,No,0.38897506335725784,Medium risk
4931-TRZWN,Month-to-month,13,71.95,No,Yes,0.38848316162650437,Medium risk
4566-GOLUK,Month-to-month,47,107.35,Yes,No,0.38833862906446304,Medium risk
9873-MNDKV,Month-to-month,11,44.65,No,No,0.38778552844442044,Medium risk
3164-AALRN,One year,5,70.0,No,No,0.3876086885857038,Medium risk
3891-PUQOD,Month-to-month,1,59.2,No,No,0.3874261537314267,Medium risk
5404-GGUKR,Month-to-month,5,51.35,No,No,0.387117763447118,Medium risk
9412-GHEEC,Month-to-month,40,104.8,Yes,No,0.3866280133530106,Medium risk
3583-KRKMD,Month-to-month,18,75.9,Yes,No,0.38649186716883993,Medium risk
5896-NPFWW,Month-to-month,3,50.15,No,No,0.38626241742287204,Medium risk
3173-NVMPX,Month-to-month,9,55.3,No,No,0.3857953692957177,Medium risk
6202-DYYFX,One year,22,76.0,No,No,0.38572878137552874,Medium risk
3956-CJUST,Month-to-month,23,75.4,No,Yes,0.3855034175686453,Medium risk
1465-LNTLJ,Month-to-month,8,64.4,Yes,No,0.38504568317151616,Medium risk
2894-QOJRX,Month-to-month,25,34.0,No,No,0.3849686379955065,Medium risk
4570-QHXHL,Month-to-month,9,43.75,No,No,0.38495051137834646,Medium risk
1310-QRITU,Month-to-month,18,50.3,No,No,0.3844356659136997,Medium risk
0804-XBFBV,Month-to-month,11,25.2,No,No,0.3843634168518628,Medium risk
1942-OQFRW,Month-to-month,1,44.0,No,No,0.3841699678852489,Medium risk
7130-YXBRO,Month-to-month,48,111.45,No,Yes,0.38393612827230084,Medium risk
0708-LGSMF,Month-to-month,13,65.85,No,Yes,0.38383984834293283,Medium risk
5146-CBVOE,Month-to-month,16,75.1,No,No,0.3836192103953891,Medium risk
3481-JHUZH,Month-to-month,41,80.25,No,No,0.38348321756231696,Medium risk
4391-LNRXK,Month-to-month,22,94.95,Yes,No,0.3832843338272368,Medium risk
8149-AIQCG,Month-to-month,39,73.15,No,No,0.3832197755993188,Medium risk
1728-BQDMA,Month-to-month,2,44.45,No,No,0.3831744678401168,Medium risk
8384-FZBJK,Month-to-month,57,100.6,No,No,0.3826845736298358,Medium risk
4678-DVQEO,Month-to-month,1,52.2,Yes,No,0.3826696580440789,Medium risk
4459-BBGHE,Month-to-month,30,44.5,No,No,0.38237820240541515,Medium risk
2455-USLMV,Month-to-month,31,84.75,No,Yes,0.3822737388133122,Medium risk
0319-QZTCO,Month-to-month,3,58.7,No,No,0.3819529191825501,Medium risk
2519-ERQOJ,Month-to-month,33,54.6,Yes,No,0.3818008875014355,Medium risk
3692-JHONH,One year,52,106.5,No,No,0.38162768589398455,Medium risk
0322-CHQRU,Month-to-month,2,45.35,No,No,0.3815862624937554,Medium risk
5057-LCOUI,Month-to-month,39,50.75,No,No,0.38146257550357776,Medium risk
1703-MGIAB,Month-to-month,17,69.0,Yes,No,0.3813598234352843,Medium risk
1855-AGAWH,One year,31,93.8,No,No,0.38099017285220343,Medium risk
6080-TCMYC,Month-to-month,40,81.2,No,No,0.380770022390028,Medium risk
8329-UTMVM,One year,27,104.65,Yes,No,0.3803762131960282,Medium risk
4480-MBMLB,One year,36,104.8,No,No,0.38023836096447095,Medium risk
0380-NEAVX,One year,34,99.85,No,No,0.3801629503266945,Medium risk
3814-MLAXC,Month-to-month,31,79.85,Yes,No,0.3800376996475017,Medium risk
1785-BPHTP,Month-to-month,28,85.45,No,No,0.37980683347933636,Medium risk
8327-LZKAS,One year,43,107.55,Yes,No,0.37971058114515266,Medium risk
7878-JGDKK,Month-to-month,4,44.55,No,No,0.3792658334120725,Medium risk
5394-SVGJV,Month-to-month,37,98.8,Yes,No,0.3792368289907671,Medium risk
2257-BOVXD,Month-to-month,14,66.6,Yes,No,0.3789263934487961,Medium risk
7909-FIOIY,Month-to-month,19,24.85,No,No,0.3786753714941623,Medium risk
3804-RVTGV,Month-to-month,50,103.85,No,No,0.378307001058115,Medium risk
8404-FYDIB,Month-to-month,26,86.65,No,Yes,0.378146197253234,Medium risk
7504-UWHNB,Month-to-month,25,69.75,No,No,0.3781456494024665,Medium risk
7682-AZNDK,Month-to-month,34,89.85,No,No,0.37811124391258844,Medium risk
7794-JASDG,Month-to-month,1,50.75,No,Yes,0.37789098040936764,Medium risk
0727-BMPLR,One year,55,100.0,No,No,0.3777033969868496,Medium risk
6888-SBYAI,Month-to-month,1,50.7,No,Yes,0.37761671342942504,Medium risk
1559-DTODC,Month-to-month,19,25.15,No,No,0.3774550871436107,Medium risk
3694-DELSO,Month-to-month,4,38.55,No,Yes,0.3773623608913244,Medium risk
2195-ZRVAX,Month-to-month,47,85.3,No,No,0.37697008419072975,Medium risk
3669-OYSJI,Month-to-month,1,46.2,No,No,0.376959383844198,Medium risk
2826-DXLQO,Month-to-month,7,29.8,No,Yes,0.3768203392317996,Medium risk
2853-CWQFQ,Month-to-month,1,59.55,Yes,No,0.3767011648647937,Medium risk
2240-HSJQD,Month-to-month,38,81.85,No,No,0.3763672212373614,Medium risk
9819-FBNSV,Month-to-month,37,72.25,No,No,0.3761635127268983,Medium risk
9574-RKJIF,Month-to-month,30,94.4,No,Yes,0.37597770636603284,Medium risk
2884-GBPFB,Month-to-month,35,70.3,No,No,0.3757325470352543,Medium risk
2372-HWUHI,Month-to-month,2,44.35,No,No,0.37563711658306237,Medium risk
2506-CLAKW,Month-to-month,6,98.15,Yes,Yes,0.375106518355025,Medium risk
9637-EIHEQ,Month-to-month,1,50.8,Yes,No,0.37498185878039686,Medium risk
0621-TWIEM,Month-to-month,10,45.55,No,No,0.37483328508404223,Medium risk
5173-WXOQV,Month-to-month,2,64.2,Yes,No,0.3748314044197334,Medium risk
2674-MLXMN,Month-to-month,71,99.65,No,No,0.3746869169929706,Medium risk
1258-YMZNM,One year,27,110.5,No,Yes,0.37468052860303247,Medium risk
1910-FMXJM,Month-to-month,36,80.4,No,No,0.37465971301858003,Medium risk
1307-TVUFB,Month-to-month,42,79.35,No,No,0.37463646223320657,Medium risk
8751-EDEKA,Month-to-month,28,89.9,No,No,0.37460056195687036,Medium risk
7529-ZDFXI,Month-to-month,57,89.85,No,No,0.37447597514036957,Medium risk
7147-AYBAA,Month-to-month,37,70.35,No,No,0.3740458051994715,Medium risk
4819-HJPIW,Month-to-month,18,25.15,No,No,0.3740319737986275,Medium risk
6135-OZQVA,Month-to-month,7,53.65,No,Yes,0.3737937619202808,Medium risk
0374-IOEGQ,Month-to-month,3,44.6,No,No,0.3737432346030481,Medium risk
6985-HAYWX,Month-to-month,26,79.3,No,No,0.3736903005785367,Medium risk
0363-QJVFX,Month-to-month,32,108.15,Yes,Yes,0.3736308135839034,Medium risk
7077-XJMET,Month-to-month,12,74.15,Yes,No,0.37290372013568873,Medium risk
9927-DSWDF,Month-to-month,22,104.6,Yes,Yes,0.3727462747738886,Medium risk
1215-VFYVK,Month-to-month,4,48.25,Yes,Yes,0.3727268979353532,Medium risk
2632-UCGVD,Month-to-month,66,100.05,Yes,No,0.3725225836888591,Medium risk
2037-XJFUP,One year,33,95.8,No,No,0.37244006105592375,Medium risk
3162-KKZXO,One year,55,100.15,No,No,0.3722355969326143,Medium risk
7798-JVXYM,Month-to-month,14,69.65,Yes,No,0.3722270992262637,Medium risk
1421-HCERK,Month-to-month,30,105.7,Yes,Yes,0.37204885643462166,Medium risk
1895-QTKDO,Month-to-month,1,43.95,No,No,0.3715283962993832,Medium risk
2842-BCQGE,Month-to-month,43,75.35,No,No,0.37131724961099394,Medium risk
9921-EZKBY,Month-to-month,33,95.3,No,Yes,0.3710247446227781,Medium risk
6646-JPPHA,Month-to-month,14,78.85,No,Yes,0.37101888377324255,Medium risk
5133-VRSAB,Month-to-month,8,29.35,No,Yes,0.370987750626441,Medium risk
7579-OOPEC,Month-to-month,2,50.15,No,No,0.3708808126579675,Medium risk
0637-UBJRP,Month-to-month,13,84.05,No,Yes,0.3705498773774389,Medium risk
7554-AKDQF,Month-to-month,6,45.65,No,No,0.3705258287118802,Medium risk
0260-ZDLGK,Month-to-month,9,72.9,Yes,No,0.3703711286746825,Medium risk
2640-PMGFL,Month-to-month,27,79.5,Yes,No,0.3703489156159345,Medium risk
3258-SANFR,Month-to-month,6,44.7,No,No,0.37033186042364896,Medium risk
8158-WPEZG,Month-to-month,11,35.65,Yes,No,0.37030408565767187,Medium risk
6641-XRPSU,Month-to-month,34,70.0,No,No,0.3701979935373377,Medium risk
1536-HBSWP,Month-to-month,1,49.9,Yes,No,0.37007251950792847,Medium risk
4523-WXCEF,Month-to-month,59,101.1,No,No,0.3695761947449752,Medium risk
7766-CLTIC,Month-to-month,10,60.95,Yes,No,0.36947421861152857,Medium risk
6168-YBYNP,Month-to-month,59,111.35,Yes,No,0.3694393215174951,Medium risk
6142-VSJQO,Month-to-month,1,44.35,No,No,0.3692937636950877,Medium risk
8631-WUXGY,Month-to-month,46,99.8,No,No,0.3690295793144386,Medium risk
0578-SKVMF,Month-to-month,22,83.3,No,No,0.36883338897844575,Medium risk
3207-OYBWH,Month-to-month,57,95.25,No,No,0.3686180715997221,Medium risk
8535-SFUTN,Month-to-month,61,106.45,No,Yes,0.3684431009909672,Medium risk
9408-HRXRK,Month-to-month,45,105.15,No,Yes,0.36785006853067526,Medium risk
7272-QDCKA,One year,28,100.2,No,No,0.36723297541408134,Medium risk
2921-XWDJH,Month-to-month,38,83.45,No,Yes,0.3671762789644029,Medium risk
4280-DLSHD,Month-to-month,8,54.75,No,No,0.36715432358418826,Medium risk
8096-LOIST,Month-to-month,19,56.2,No,No,0.3667855311012257,Medium risk
0943-ZQPXH,Month-to-month,44,92.95,No,No,0.3666576533242952,Medium risk
6227-HWPWX,Month-to-month,15,69.0,No,No,0.36662531290933376,Medium risk
1763-WQFUK,Month-to-month,3,50.5,Yes,No,0.3663841921907222,Medium risk
4081-DYXAV,One year,19,44.85,No,No,0.3663365856601663,Medium risk
9448-REEVD,Month-to-month,1,44.7,No,No,0.36622137321365245,Medium risk
1518-VOWAV,Month-to-month,9,74.65,No,Yes,0.36610632910321633,Medium risk
0322-YINQP,Month-to-month,1,48.55,No,Yes,0.36589932285606286,Medium risk
6905-NIQIN,Month-to-month,1,50.65,No,No,0.3657919006486103,Medium risk
1596-BBVTG,Month-to-month,35,75.35,No,No,0.36578088934454406,Medium risk
7207-RMRDB,Month-to-month,65,105.5,No,No,0.36568794518428044,Medium risk
1442-BQPVU,Month-to-month,13,29.15,No,No,0.3655300544652169,Medium risk
4026-SKKHW,Month-to-month,3,50.25,Yes,No,0.36533034688841926,Medium risk
4067-HLYQI,Month-to-month,33,70.4,No,No,0.3652985635184084,Medium risk
0295-QVKPB,Month-to-month,5,63.95,Yes,No,0.36512535926974543,Medium risk
6946-LMSQS,One year,25,89.05,No,Yes,0.36511022631437434,Medium risk
8242-JSVBO,Month-to-month,7,44.65,No,No,0.3647632733900444,Medium risk
8468-EHYJA,Month-to-month,57,99.65,No,Yes,0.3645980807451468,Medium risk
7055-HNEOJ,Month-to-month,3,55.8,Yes,No,0.36459707390562224,Medium risk
5493-SDRDQ,Month-to-month,2,55.1,No,Yes,0.3643691767551599,Medium risk
1956-YIFGE,One year,22,100.05,No,No,0.3641230669849615,Medium risk
5103-MHMHY,Month-to-month,1,45.95,No,No,0.3639837608974022,Medium risk
8824-RWFXJ,Month-to-month,3,56.15,No,No,0.3639500680958209,Medium risk
5018-GWURO,Month-to-month,56,85.6,No,No,0.3636697948621998,Medium risk
9530-EHPOH,Month-to-month,11,53.75,No,No,0.36350175623143854,Medium risk
4566-QVRRW,Month-to-month,11,44.05,No,No,0.363477950330321,Medium risk
2718-GAXQD,Month-to-month,4,46.0,No,No,0.36344978871988115,Medium risk
6921-OZMFH,Month-to-month,5,55.7,Yes,No,0.36323481836205385,Medium risk
1552-AAGRX,Month-to-month,30,106.4,Yes,Yes,0.3631038927048873,Medium risk
9722-UJOJR,Month-to-month,29,70.75,No,No,0.3629519339845678,Medium risk
9626-VFRGG,Month-to-month,41,88.5,No,No,0.3626713895043916,Medium risk
4522-AKYLR,Month-to-month,13,54.8,No,No,0.3626692687665972,Medium risk
4607-CHPCA,One year,25,90.4,No,No,0.3624205142104046,Medium risk
2883-ILGWO,Month-to-month,57,104.9,Yes,No,0.36240593633103685,Medium risk
7758-XKCBS,Month-to-month,15,29.7,Yes,No,0.36207636934737975,Medium risk
1849-RJYIG,Month-to-month,8,60.0,No,Yes,0.3615582371896559,Medium risk
8019-ENHXU,Month-to-month,42,99.45,Yes,No,0.3613765706281227,Medium risk
5392-AKEMH,Month-to-month,12,45.05,No,No,0.3612443430974476,Medium risk
2208-UGTGR,Month-to-month,56,98.6,No,No,0.3611079743177441,Medium risk
2683-BPJSO,Month-to-month,29,84.45,No,Yes,0.3610841440005639,Medium risk
1216-JWVUX,Month-to-month,25,75.5,No,No,0.3609800864915073,Medium risk
1373-ORVIZ,Month-to-month,11,66.35,Yes,No,0.36096773797018217,Medium risk
0320-JDNQG,Month-to-month,23,99.85,Yes,Yes,0.36095752881754295,Medium risk
7064-FRRSW,One year,48,99.0,No,No,0.3607662880189811,Medium risk
3780-YVMFA,Month-to-month,8,68.55,Yes,No,0.36073502461138907,Medium risk
7248-VZQLC,Month-to-month,47,85.2,No,No,0.36071433879371195,Medium risk
2011-TRQYE,Month-to-month,18,33.5,No,No,0.3606771820712802,Medium risk
4554-YGZIH,Month-to-month,49,90.05,No,No,0.36018996860957103,Medium risk
6713-OKOMC,Month-to-month,10,29.75,No,Yes,0.3600645233268771,Medium risk
3716-UVSPD,Month-to-month,1,49.3,Yes,No,0.36003253117707607,Medium risk
1406-PUQVY,Month-to-month,1,49.9,No,No,0.3599114383022672,Medium risk
1907-YLNYW,Month-to-month,8,66.7,No,Yes,0.3594146981511512,Medium risk
6599-GZWCM,One year,13,74.65,No,No,0.3593420602490835,Medium risk
2692-PFYTJ,Month-to-month,1,25.75,No internet service,No internet service,0.35930815499394936,Medium risk
9170-CCKOU,Month-to-month,17,90.2,No,Yes,0.35927957641909053,Medium risk
4468-KAZHE,Month-to-month,20,60.0,No,No,0.3592420281788187,Medium risk
6143-JQKEA,Month-to-month,10,45.8,No,No,0.3592418661446816,Medium risk
7251-LJBQN,One year,40,103.75,Yes,No,0.35907161485278594,Medium risk
6257-RJOHI,Month-to-month,4,50.8,Yes,No,0.3588221018925895,Medium risk
3865-QBWSJ,Month-to-month,38,80.45,No,Yes,0.35818509376757157,Medium risk
6234-PFPXL,Month-to-month,22,95.9,Yes,Yes,0.35793342234054065,Medium risk
9469-WEJBT,Month-to-month,37,90.35,Yes,No,0.3578738222059775,Medium risk
7250-EQKIY,Month-to-month,1,50.45,No,No,0.35780731801910176,Medium risk
3208-YPIOE,Month-to-month,39,75.25,No,No,0.35770815128749317,Medium risk
6218-KNUBD,Month-to-month,6,59.45,No,No,0.3574466448229179,Medium risk
8399-YNDCH,Month-to-month,21,60.05,No,No,0.3572677936590147,Medium risk
4690-LLKUA,Month-to-month,17,45.05,No,No,0.357008389604567,Medium risk
6288-LBEAR,Month-to-month,23,79.1,Yes,No,0.3566842319143603,Medium risk
9495-SKLKD,Month-to-month,45,95.95,No,No,0.35659058357913936,Medium risk
2858-EIMXH,One year,53,95.85,No,No,0.3563629983741916,Medium risk
9112-WSNPU,Month-to-month,35,70.55,No,No,0.35632308186447886,Medium risk
0929-HYQEW,Month-to-month,3,50.15,No,Yes,0.3563226422852537,Medium risk
8805-JNRAZ,Month-to-month,2,49.2,No,No,0.35560569301827927,Medium risk
0734-OXWBT,Month-to-month,3,70.7,Yes,No,0.3553725829122966,Medium risk
4450-YOOHP,Month-to-month,39,50.65,No,No,0.35523504962752844,Medium risk
4329-YPDDQ,Month-to-month,20,108.2,Yes,Yes,0.3552081823844941,Medium risk
2669-OIDSD,Month-to-month,48,100.05,Yes,No,0.3546894514670852,Medium risk
5981-ZVXOT,One year,35,108.35,No,Yes,0.3546298645573429,Medium risk
3873-NFTGI,Month-to-month,14,55.5,No,No,0.3544487383169698,Medium risk
5527-ACHSO,Month-to-month,11,70.5,Yes,No,0.35435824032363816,Medium risk
5213-TWWJU,Month-to-month,28,91.0,Yes,No,0.3543055982842855,Medium risk
3580-REOAC,Month-to-month,10,44.85,No,No,0.35416404662723955,Medium risk
6986-IJDHX,Month-to-month,39,86.3,No,No,0.35401614157223316,Medium risk
1728-CXQBE,Month-to-month,64,94.25,No,No,0.3539989368901775,Medium risk
9052-VKDUW,Month-to-month,65,109.4,No,Yes,0.35392849972775176,Medium risk
9332-GYWLO,Month-to-month,6,54.85,No,No,0.3538061754996812,Medium risk
8016-NCFVO,Month-to-month,55,116.5,Yes,Yes,0.35374746428580484,Medium risk
6145-NNPNO,Month-to-month,1,44.15,No,No,0.3536744348306444,Medium risk
6128-AQBMT,Month-to-month,41,53.95,No,No,0.35361083055174997,Medium risk
9659-QEQSY,Month-to-month,45,115.65,Yes,Yes,0.3534535426200597,Medium risk
0533-BNWKF,Month-to-month,55,85.45,No,No,0.3533048429791285,Medium risk
5055-MGMGF,Month-to-month,65,105.05,No,Yes,0.3532708462124115,Medium risk
3657-COGMW,Month-to-month,52,108.1,No,Yes,0.35315473167663536,Medium risk
6689-KXGBO,Month-to-month,1,50.55,No,No,0.3531414460672235,Medium risk
0929-PECLO,Month-to-month,63,89.6,No,No,0.3524041619386834,Medium risk
1216-BGTSP,Month-to-month,45,108.45,Yes,Yes,0.35229808676350755,Medium risk
7271-AJDTL,Month-to-month,55,94.45,No,No,0.3521508107113998,Medium risk
1396-QWFBJ,Month-to-month,21,74.05,No,No,0.3515876354610152,Medium risk
0348-SDKOL,Month-to-month,58,102.1,Yes,No,0.3515023620054573,Medium risk
5485-WUYWF,Month-to-month,2,66.4,No,Yes,0.3507100388130639,Medium risk
6549-NNDYT,Month-to-month,13,30.85,No,Yes,0.3505390608607584,Medium risk
3018-TFTSU,Month-to-month,12,81.7,No,Yes,0.3503156062859382,Medium risk
0407-BDJKB,Month-to-month,60,95.75,No,No,0.35015763033587904,Medium risk
6917-IAYHD,Month-to-month,1,33.6,Yes,No,0.3501502605385356,Medium risk
2474-LCNUE,Month-to-month,23,73.65,Yes,No,0.34999559178083517,Medium risk
1471-GIQKQ,Month-to-month,1,49.95,No,No,0.3499495959520684,Medium risk
5149-TGWDZ,One year,21,104.55,Yes,No,0.3497888615959584,Medium risk
4010-YLMVT,Month-to-month,56,106.6,No,Yes,0.3496678524961778,Medium risk
0310-MVLET,Month-to-month,61,99.15,No,No,0.3493958916307294,Medium risk
0257-ZESQC,Month-to-month,27,75.2,No,Yes,0.3492772002237098,Medium risk
8775-CEBBJ,Month-to-month,9,44.2,No,No,0.3491683942869146,Medium risk
1024-KPRBB,One year,38,89.1,No,No,0.3491604774286539,Medium risk
9732-EQMWY,Month-to-month,49,99.4,No,No,0.34910044521208183,Medium risk
9795-VOWON,One year,7,24.35,No,No,0.3489924655856742,Medium risk
3043-TYBNO,Month-to-month,3,60.65,Yes,No,0.34890131999977475,Medium risk
5948-UJZLF,Month-to-month,2,49.25,No,No,0.3487692606091148,Medium risk
8896-BQTTI,Month-to-month,1,25.0,No internet service,No internet service,0.3486029215469544,Medium risk
3349-ANQNH,One year,59,99.5,No,No,0.34849293091862654,Medium risk
1767-TGTKO,Month-to-month,8,45.45,No,No,0.3481033445325492,Medium risk
2207-NHRJK,Month-to-month,1,50.8,No,No,0.34779621663783034,Medium risk
9089-UOWJG,Month-to-month,12,58.35,No,No,0.34760777359284095,Medium risk
